pID,experience,trialID,imageID,imageName,timestamp,cancerType,diagnosis,diagnosticGrading,groundTruth,distanceToGroundtruth,distanceToGroundtruthISUP,taskCompletionTime,imgW,imgH,zoom,imageZoom,accuracyType,correctness,downScale,tissueArea,tumorArea,ratioTumorToTissue,numTumors,minSize,meanSize,maxSize,stdSize,tumorSpan,portionTumorAnnotated,iouTumorVsAnnotation,numFixation,zoomTime,panTime,interpretTime,notInImageTime,otherTime,numZoom,numPan,zoomProp,panProp,interpretProp,tumorAccuracyGroup,minZoom,meanZoom,maxZoom
P3,3,45,C59,test_110.tif,9/19/2022 14:04,Lymph,Atypical,,1,-1,,87.20200000000001,102400,89600,44.785,0.9268,correct,1,16,5073825,2961,0.000583583,5,67,592,2161,794,166,0.75447484,0.189643463,242,5.739,15.65,51.037,0.133,14.642999999999999,8,27,0.0792395,0.216082622,0.7046778779999999,3,0.0161,0.21025622119815596,0.9268
P3,3,60,C2,test_008.tif,9/19/2022 14:15,Lymph,Atypical,,1,-1,,105.13600000000001,106496,93184,33.505,0.6667,correct,1,16,4155655,9930,0.002389515,7,43,1419,9151,3159,1824,0.845417925,0.7741608259999999,269,18.768,17.634,66.315,0.0,2.419,31,31,0.182715617,0.171675575,0.645608809,3,0.0155,0.3201566801619438,1.0
P1,2,2,C4,test_013.tif,9/16/2022 13:26,Lymph,Benign,,1,-1,,37.117,96768,221184,5.062,0.033,macro,0,16,1203030,1230,0.001022418,2,410,615,820,205,171,0.0,0.0,111,7.7589999999999995,1.976,17.320999999999998,1.4169999999999998,8.644,11,11,0.286775577,0.073033708,0.640190716,3,0.0065,0.11191666666666664,0.3754
P1,2,6,C17,test_066.tif,9/16/2022 13:29,Lymph,Benign,,1,-1,,32.743,155648,86016,7.593999999999999,0.1034,macro,0,16,6111299,6232,0.00101975,21,13,297,1786,521,6306,0.0,0.0,84,4.519,1.953,18.948,0.0,7.3229999999999995,8,12,0.177773407,0.07682926799999999,0.745397325,3,0.0136,0.07673421052631575,0.1551
P1,2,7,C29,test_097.tif,9/16/2022 13:30,Lymph,Benign,,1,-1,,45.18600000000001,97280,189952,17.084,0.1295,macro,0,16,3975216,1558,0.00039192800000000005,1,1558,1558,1558,0,73,0.0,0.0,140,12.829,2.8360000000000003,22.116,0.55,6.855,16,17,0.339562214,0.07506418599999999,0.5853735999999999,3,0.0076,0.07216929133858274,0.1943
P1,2,9,C30,test_099.tif,9/16/2022 13:31,Lymph,Benign,,1,-1,,33.06,98304,86016,0.777,0.0167,macro,0,16,4570656,884,0.000193408,13,11,68,207,62,1471,0.0,0.0,93,6.341,1.926,18.255,0.033,6.505,15,12,0.239084534,0.072618958,0.6882965090000001,3,0.0167,0.08427560975609762,0.28600000000000003
P1,2,11,C59,test_110.tif,9/16/2022 13:33,Lymph,Benign,,1,-1,,40.72,102400,89600,5.898,0.122,macro,0,16,5073825,2961,0.000583583,5,67,592,2161,794,166,0.0,0.0,118,7.69,2.502,25.121,0.066,5.341,13,15,0.217766828,0.070852094,0.711381078,3,0.0161,0.0857271929824561,0.1831
P1,2,16,C11,test_052.tif,9/16/2022 13:36,Lymph,Benign,,1,-1,,30.654,97792,219648,11.39,0.0747,macro,0,16,2721498,2076,0.000762815,1,2076,2076,2076,0,77,0.0,0.0,85,7.572,1.655,14.959000000000001,0.284,6.184,11,10,0.313073679,0.068428016,0.618498305,3,0.0066,0.08182236842105269,0.37799999999999995
P1,2,29,C2,test_008.tif,9/16/2022 13:44,Lymph,Benign,,1,-1,,35.167,106496,93184,5.898,0.1173,macro,0,16,4155655,9930,0.002389515,7,43,1419,9151,3159,1824,0.0,0.0,101,8.057,1.9140000000000001,18.602999999999998,0.099,6.494,9,14,0.281969623,0.06698397099999999,0.651046406,3,0.0155,0.08778152173913047,0.3961
P1,2,46,C37,test_116.tif,9/16/2022 13:52,Lymph,Benign,,1,-1,,25.566999999999997,87552,71168,1.254,0.0304,macro,0,16,2402500,1494,0.000621852,5,77,299,722,223,1984,0.0,0.0,80,4.572,1.8780000000000001,13.299000000000001,0.033,5.785,8,12,0.231505393,0.095093422,0.673401185,3,0.0202,0.08646119402985078,0.2305
P1,2,51,C42,test_004.tif,9/16/2022 13:55,Lymph,Benign,,1,-1,,34.35,98304,103936,1.0,0.0139,macro,0,16,3759789,1344,0.000357467,3,323,448,546,93,398,0.0,0.0,99,7.99,3.083,17.116,0.883,5.278,14,18,0.283443897,0.109368903,0.607187201,3,0.0139,0.09733932584269665,0.3551
P1,2,53,C50,test_033.tif,9/16/2022 13:56,Lymph,Benign,,1,-1,,59.52,188416,103936,3.375,0.038,macro,0,16,12391090,5010,0.00040432300000000005,8,129,626,1104,428,6565,0.0,0.0,176,19.55,5.113,29.38,0.0,5.477,22,29,0.36174897799999994,0.09460984800000001,0.543641175,3,0.0112,0.06823176470588241,0.4323
P1,2,55,C25,test_084.tif,9/16/2022 14:01,Lymph,Benign,,1,-1,,23.478,118784,82432,0.9790000000000001,0.0175,macro,0,16,1763687,14373,0.008149405,41,6,351,11597,1783,609,0.0,0.0,74,5.707999999999999,0.8490000000000001,11.54,0.016,5.365,15,5,0.315411394,0.046913853,0.637674753,3,0.0175,0.048260606060606115,0.1327
P2,1,16,C42,test_004.tif,9/16/2022 18:57,Lymph,Benign,,1,-1,,52.258,98304,103936,1.0,0.0139,macro,0,16,3759789,1344,0.000357467,3,323,448,546,93,398,0.0,0.0,100,15.099,2.544,14.482000000000001,0.534,19.599,33,9,0.47000778200000004,0.079190661,0.450801556,3,0.0139,0.1763544444444444,0.7989
P2,1,31,C50,test_033.tif,9/16/2022 19:16,Lymph,Benign,,1,-1,,45.891000000000005,188416,103936,1.0,0.0112,macro,0,16,12391090,5010,0.00040432300000000005,8,129,626,1104,428,6565,0.0,0.0,112,5.544,7.435,20.898000000000003,0.0,12.014000000000001,31,26,0.163650855,0.219470437,0.616878708,3,0.0112,0.05400899999999997,0.1922
P2,1,32,C30,test_099.tif,9/16/2022 19:17,Lymph,Benign,,1,-1,,48.983999999999995,98304,86016,0.777,0.0167,macro,0,16,4570656,884,0.000193408,13,11,68,207,62,1471,0.0,0.0,121,9.076,4.974,33.757,1.165,0.012,34,11,0.189846675,0.104043341,0.706109984,3,0.0167,0.21036428571428548,1.0
P2,1,40,C2,test_008.tif,9/16/2022 19:23,Lymph,Benign,,1,-1,,49.534,106496,93184,22.337,0.4444,macro,0,16,4155655,9930,0.002389515,7,43,1419,9151,3159,1824,0.0,0.0,124,9.927,4.468999999999999,23.75,0.835,10.552999999999999,32,25,0.260236984,0.11715514099999999,0.622607875,3,0.0155,0.1497578947368422,0.8911
P2,1,42,C59,test_110.tif,9/16/2022 19:25,Lymph,Benign,,1,-1,,62.74,102400,89600,2.6210000000000004,0.0542,macro,0,16,5073825,2961,0.000583583,5,67,592,2161,794,166,0.0,0.0,171,14.283,5.974,31.135,0.33399999999999996,11.014000000000001,75,27,0.277922634,0.11624377300000001,0.605833593,3,0.0161,0.18725316455696198,0.9268
P2,1,48,C11,test_052.tif,9/16/2022 19:30,Lymph,Benign,,1,-1,,56.257,97792,219648,101.684,0.6667,macro,0,16,2721498,2076,0.000762815,1,2076,2076,2076,0,77,0.0,0.0,137,9.027000000000001,10.174,34.827,0.534,1.695,51,35,0.16708003300000002,0.188309765,0.6446102020000001,3,0.0066,0.3221008333333335,1.0
P2,1,51,C4,test_013.tif,9/16/2022 19:33,Lymph,Benign,,1,-1,,44.062,96768,221184,5.062,0.033,macro,0,16,1203030,1230,0.001022418,2,410,615,820,205,171,0.0,0.0,101,5.742999999999999,5.016,18.262999999999998,0.485,14.555,37,17,0.19788436399999998,0.17283440100000003,0.629281235,3,0.0065,0.20091648351648334,0.8447
P2,1,52,C17,test_066.tif,9/16/2022 19:34,Lymph,Benign,,1,-1,,60.401,155648,86016,25.629,0.3489,macro,0,16,6111299,6232,0.00101975,21,13,297,1786,521,6306,0.0,0.0,164,5.712000000000001,14.514000000000001,25.445999999999998,0.28300000000000003,14.446,38,21,0.125065686,0.317787704,0.5571466110000001,3,0.0136,0.07696148648648646,0.7851
P2,1,53,C25,test_084.tif,9/16/2022 19:35,Lymph,Benign,,1,-1,,72.406,118784,82432,11.073,0.1975,macro,0,16,1763687,14373,0.008149405,41,6,351,11597,1783,609,0.0,0.0,181,17.874000000000002,9.39,28.680999999999997,0.0,16.461,56,30,0.319492359,0.167843418,0.512664224,3,0.0175,0.2744213872832376,1.0
P2,1,54,C37,test_116.tif,9/16/2022 19:36,Lymph,Benign,,1,-1,,71.173,87552,71168,0.836,0.0202,macro,0,16,2402500,1494,0.000621852,5,77,299,722,223,1984,0.0,0.0,173,14.380999999999998,6.785,32.812,1.4669999999999999,15.728,69,32,0.266423358,0.125699359,0.607877283,3,0.0202,0.26720714285714336,1.0
P2,1,60,C29,test_097.tif,9/16/2022 19:43,Lymph,Benign,,1,-1,,45.11,97280,189952,11.389000000000001,0.0864,macro,0,16,3975216,1558,0.00039192800000000005,1,1558,1558,1558,0,73,0.0,0.0,102,8.842,5.473,18.211,0.099,12.485,27,19,0.271844063,0.16826538800000002,0.559890549,3,0.0076,0.09422150537634409,0.4372
P3,3,6,C11,test_052.tif,9/19/2022 13:29,Lymph,Benign,,1,-1,,53.698,97792,219648,1.0,0.0066,macro,0,16,2721498,2076,0.000762815,1,2076,2076,2076,0,77,0.0,0.0,152,7.875,7.803,23.872,0.11599999999999999,14.032,19,20,0.199115044,0.19729456399999998,0.603590392,3,0.0066,0.09154833333333331,0.5671
P3,3,7,C4,test_013.tif,9/19/2022 13:30,Lymph,Benign,,1,-1,,24.221,96768,221184,5.062,0.033,macro,0,16,1203030,1230,0.001022418,2,410,615,820,205,171,0.0,0.0,66,5.223,4.4110000000000005,7.1129999999999995,0.083,7.391,8,6,0.311876754,0.263390458,0.42473278799999997,3,0.0065,0.09507543859649133,0.2503
P3,3,12,C29,test_097.tif,9/19/2022 13:33,Lymph,Benign,,1,-1,,56.348,97280,189952,11.389000000000001,0.0864,macro,0,16,3975216,1558,0.00039192800000000005,1,1558,1558,1558,0,73,0.0,0.0,168,10.725999999999999,13.774000000000001,23.774,0.38299999999999995,7.691,16,28,0.22218999899999997,0.285329577,0.49248042399999997,3,0.0076,0.08119612903225824,0.2914
P3,3,21,C30,test_099.tif,9/19/2022 13:41,Lymph,Benign,,1,-1,,57.957,98304,86016,0.777,0.0167,macro,0,16,4570656,884,0.000193408,13,11,68,207,62,1471,0.0,0.0,167,11.977,13.502,21.979,0.133,10.366,18,25,0.252370517,0.284504193,0.46312529,3,0.0167,0.10438859060402683,0.4291
P3,3,47,C17,test_066.tif,9/19/2022 14:06,Lymph,Benign,,1,-1,,56.702,155648,86016,11.390999999999998,0.1551,macro,0,16,6111299,6232,0.00101975,21,13,297,1786,521,6306,0.0,0.0,168,7.692,15.009,33.079,0.0,0.922,13,20,0.137898888,0.269074937,0.593026174,3,0.0136,0.06488670886075945,0.1551
P3,3,48,C42,test_004.tif,9/19/2022 14:07,Lymph,Benign,,1,-1,,50.771,98304,103936,17.088,0.2367,macro,0,16,3759789,1344,0.000357467,3,323,448,546,93,398,0.0,0.0,141,9.809,8.753,23.838,0.384,7.987,15,19,0.23134434,0.20643867899999999,0.5622169810000001,3,0.0139,0.11164390243902444,0.2367
P4,2,3,C11,test_052.tif,9/21/2022 9:57,Lymph,Benign,,1,-1,,163.20600000000002,97792,219648,25.628,0.168,macro,0,16,2721498,2076,0.000762815,1,2076,2076,2076,0,77,0.0,0.0,423,19.131,54.581,73.47399999999999,4.672,11.347999999999999,9,90,0.129978395,0.370830106,0.499191499,3,0.0066,0.17866977886978008,0.5671
P4,2,11,C29,test_097.tif,9/21/2022 10:09,Lymph,Benign,,1,-1,,147.997,97280,189952,1.0,0.0076,macro,0,16,3975216,1558,0.00039192800000000005,1,1558,1558,1558,0,73,0.0,0.0,431,16.79,53.622,68.202,0.41700000000000004,8.966000000000001,12,71,0.121127736,0.38684404200000005,0.492028222,3,0.0076,0.12276146341463368,0.2914
P4,2,14,C30,test_099.tif,9/21/2022 10:17,Lymph,Benign,,1,-1,,115.12700000000001,98304,86016,8.846,0.1907,macro,0,16,4570656,884,0.000193408,13,11,68,207,62,1471,0.0,0.0,319,3.9360000000000004,50.941,51.294,0.033,8.923,4,50,0.03707227,0.479801452,0.48312627700000005,3,0.0167,0.15330418006430843,0.1907
P4,2,17,C59,test_110.tif,9/21/2022 10:24,Lymph,Benign,,1,-1,,91.479,102400,89600,5.898,0.122,macro,0,16,5073825,2961,0.000583583,5,67,592,2161,794,166,0.0,0.0,232,4.404,32.698,43.431000000000004,0.0,10.946,2,47,0.054685657,0.40601989200000005,0.5392944510000001,3,0.0161,0.11329598214285705,0.122
P4,2,34,C25,test_084.tif,9/21/2022 10:48,Lymph,Benign,,1,-1,,74.757,118784,82432,11.154000000000002,0.19899999999999998,macro,0,16,1763687,14373,0.008149405,41,6,351,11597,1783,609,0.0,0.0,215,3.0210000000000004,16.613,52.442,0.401,2.28,4,35,0.041914091,0.23049281300000002,0.727593096,3,0.0175,0.16262995169082173,0.2985
P4,2,51,C2,test_008.tif,9/21/2022 12:04,Lymph,Benign,,1,-1,,210.928,106496,93184,6.617999999999999,0.1317,macro,0,16,4155655,9930,0.002389515,7,43,1419,9151,3159,1824,0.0,0.0,610,46.653999999999996,54.847,109.156,0.0,0.271,16,80,0.22146902300000001,0.26036163100000004,0.518169346,3,0.0155,0.26995025380710785,1.0
P4,2,56,C37,test_116.tif,9/21/2022 12:12,Lymph,Benign,,1,-1,,65.53699999999999,87552,71168,9.523,0.2305,macro,0,16,2402500,1494,0.000621852,5,77,299,722,223,1984,0.0,0.0,179,3.455,30.574,29.589000000000002,0.11699999999999999,1.8019999999999998,5,13,0.054308529,0.480587255,0.465104216,3,0.0202,0.10297627118644047,0.2305
P4,2,57,C50,test_033.tif,9/21/2022 12:13,Lymph,Benign,,1,-1,,195.261,188416,103936,7.593999999999999,0.0854,macro,0,16,12391090,5010,0.00040432300000000005,8,129,626,1104,428,6565,0.0,0.0,557,12.294,79.618,102.615,0.0,0.7340000000000001,13,115,0.063199453,0.409290227,0.52751032,3,0.0112,0.1773406137184118,0.4323
P5,1,22,C50,test_033.tif,9/22/2022 14:47,Lymph,Benign,,1,-1,,68.749,188416,103936,1.5,0.0169,macro,0,16,12391090,5010,0.00040432300000000005,8,129,626,1104,428,6565,0.0,0.0,170,11.594000000000001,9.759,47.221000000000004,0.016,0.159,23,40,0.169072826,0.142313413,0.68861376,3,0.0112,0.07663514492753627,0.4323
P5,1,30,C11,test_052.tif,9/22/2022 14:53,Lymph,Benign,,1,-1,,41.823,97792,219648,7.593,0.0498,macro,0,16,2721498,2076,0.000762815,1,2076,2076,2076,0,77,0.0,0.0,134,9.945,6.726,24.846999999999998,0.1,0.205,30,24,0.23953466,0.162002023,0.598463317,3,0.0066,0.08587317073170728,0.37799999999999995
P5,1,32,C17,test_066.tif,9/22/2022 14:54,Lymph,Benign,,1,-1,,51.246,155648,86016,3.375,0.0459,macro,0,16,6111299,6232,0.00101975,21,13,297,1786,521,6306,0.0,0.0,157,18.708,3.7260000000000004,28.793000000000003,0.0,0.019,37,16,0.36519804,0.072735081,0.562066879,3,0.0136,0.10426048951048938,0.3489
P5,1,36,C59,test_110.tif,9/22/2022 14:56,Lymph,Benign,,1,-1,,47.188,102400,89600,1.165,0.0241,macro,0,16,5073825,2961,0.000583583,5,67,592,2161,794,166,0.0,0.0,151,4.426,6.546,35.883,0.0,0.33299999999999996,19,26,0.09446163699999999,0.139707609,0.7658307540000001,3,0.0161,0.07886762589928063,0.2746
P5,1,39,C4,test_013.tif,9/22/2022 15:03,Lymph,Benign,,1,-1,,24.22,96768,221184,17.083,0.1112,macro,0,16,1203030,1230,0.001022418,2,410,615,820,205,171,0.0,0.0,68,4.371,1.1640000000000001,18.05,0.11699999999999999,0.518,10,6,0.18532965899999998,0.049353403,0.7653169390000001,3,0.0065,0.10803018867924534,0.3754
P5,1,40,C2,test_008.tif,9/22/2022 15:03,Lymph,Benign,,1,-1,,55.172,106496,93184,3.932,0.0782,macro,0,16,4155655,9930,0.002389515,7,43,1419,9151,3159,1824,0.0,0.0,154,14.853,3.824,34.716,0.0,1.7790000000000001,40,20,0.278182533,0.071619875,0.650197591,3,0.0155,0.12366241134751785,0.5941
P5,1,42,C42,test_004.tif,9/22/2022 15:05,Lymph,Benign,,1,-1,,26.239,98304,103936,5.063,0.0701,macro,0,16,3759789,1344,0.000357467,3,323,448,546,93,398,0.0,0.0,78,8.197000000000001,1.1640000000000001,16.293,0.0,0.585,16,6,0.319521322,0.045373040999999996,0.635105637,3,0.0139,0.06366142857142859,0.2367
P5,1,48,C37,test_116.tif,9/22/2022 15:10,Lymph,Benign,,1,-1,,25.331999999999997,87552,71168,2.822,0.0683,macro,0,16,2402500,1494,0.000621852,5,77,299,722,223,1984,0.0,0.0,62,6.891,0.912,17.517,0.0,0.012,20,4,0.272156398,0.036018957000000004,0.691824645,3,0.0202,0.08028431372549019,0.2305
P5,1,49,C30,test_099.tif,9/22/2022 15:10,Lymph,Benign,,1,-1,,17.18,98304,86016,1.165,0.0251,macro,0,16,4570656,884,0.000193408,13,11,68,207,62,1471,0.0,0.0,44,4.602,0.997,11.431,0.0,0.15,13,5,0.270229008,0.058543745999999994,0.6712272459999999,3,0.0167,0.04165142857142854,0.1271
P5,1,50,C29,test_097.tif,9/22/2022 15:10,Lymph,Benign,,1,-1,,32.235,97280,189952,1.5,0.0114,macro,0,16,3975216,1558,0.00039192800000000005,1,1558,1558,1558,0,73,0.0,0.0,102,7.175,4.738,15.356,4.822,0.14400000000000002,18,14,0.26311929300000003,0.17375041300000002,0.563130294,3,0.0076,0.04757802197802198,0.1943
P5,1,57,C25,test_084.tif,9/22/2022 15:16,Lymph,Benign,,1,-1,,52.663999999999994,118784,82432,3.305,0.059000000000000004,macro,0,16,1763687,14373,0.008149405,41,6,351,11597,1783,609,0.0,0.0,167,15.843,5.605,31.195999999999998,0.0,0.02,32,21,0.300945977,0.106469873,0.59258415,3,0.0175,0.10704903225806459,0.2985
P6,3,6,C29,test_097.tif,10/4/2022 7:57,Lymph,Benign,,1,-1,,62.021,97280,189952,5.062,0.0384,macro,0,16,3975216,1558,0.00039192800000000005,1,1558,1558,1558,0,73,0.0,0.0,120,4.488,8.151,37.835,0.8340000000000001,10.713,17,26,0.088917066,0.161489083,0.74959385,3,0.0076,0.03242815533980589,0.0864
P6,3,12,C2,test_008.tif,10/4/2022 8:01,Lymph,Benign,,1,-1,,59.729,106496,93184,1.7469999999999999,0.0348,macro,0,16,4155655,9930,0.002389515,7,43,1419,9151,3159,1824,0.0,0.0,155,11.530999999999999,10.946,37.005,0.0,0.247,36,42,0.193856965,0.184022057,0.622120978,3,0.0155,0.1199222602739726,0.3961
P6,3,18,C30,test_099.tif,10/4/2022 8:04,Lymph,Benign,,1,-1,,44.474,98304,86016,5.898,0.1271,macro,0,16,4570656,884,0.000193408,13,11,68,207,62,1471,0.0,0.0,110,4.587,6.537000000000001,33.045,0.0,0.305,22,29,0.10385111699999999,0.147999728,0.748149154,3,0.0167,0.0994267326732673,0.4291
P6,3,22,C11,test_052.tif,10/4/2022 8:06,Lymph,Benign,,1,-1,,26.105999999999998,97792,219648,1.5,0.0098,macro,0,16,2721498,2076,0.000762815,1,2076,2076,2076,0,77,0.0,0.0,64,1.94,3.1460000000000004,11.942,8.926,0.152,13,15,0.113929998,0.184754522,0.70131548,3,0.0066,0.0656510204081632,0.168
P6,3,38,C59,test_110.tif,10/4/2022 8:12,Lymph,Benign,,1,-1,,18.479,102400,89600,1.165,0.0241,macro,0,16,5073825,2961,0.000583583,5,67,592,2161,794,166,0.0,0.0,55,0.8009999999999999,2.295,15.369000000000002,0.0,0.013999999999999999,9,10,0.043379365999999996,0.12428919599999999,0.832331438,3,0.0161,0.04228636363636365,0.0814
P6,3,47,C50,test_033.tif,10/4/2022 8:15,Lymph,Benign,,1,-1,,26.546999999999997,188416,103936,1.5,0.0169,macro,0,16,12391090,5010,0.00040432300000000005,8,129,626,1104,428,6565,0.0,0.0,79,1.829,4.428999999999999,20.262999999999998,0.0,0.026000000000000002,16,18,0.06896421700000001,0.166999736,0.764036047,3,0.0112,0.04708873239436622,0.1922
P6,3,48,C4,test_013.tif,10/4/2022 8:15,Lymph,Benign,,1,-1,,24.201,96768,221184,3.375,0.022000000000000002,macro,0,16,1203030,1230,0.001022418,2,410,615,820,205,171,0.0,0.0,60,2.475,4.547,17.047,0.0,0.132,17,18,0.10282936599999999,0.188915202,0.7082554320000001,3,0.0065,0.10481199999999999,0.1669
P6,3,49,C25,test_084.tif,10/4/2022 8:16,Lymph,Benign,,1,-1,,24.482,118784,82432,4.957,0.0884,macro,0,16,1763687,14373,0.008149405,41,6,351,11597,1783,609,0.0,0.0,60,2.537,2.861,19.072,0.0,0.012,13,12,0.103677973,0.116918676,0.7794033509999999,3,0.0175,0.04834791666666668,0.1327
P6,3,51,C37,test_116.tif,10/4/2022 8:17,Lymph,Benign,,1,-1,,20.574,87552,71168,4.232,0.1024,macro,0,16,2402500,1494,0.000621852,5,77,299,722,223,1984,0.0,0.0,57,1.101,3.987,15.412,0.0,0.07400000000000001,7,14,0.053707317000000004,0.194487805,0.751804878,3,0.0202,0.05171304347826087,0.1024
P6,3,57,C17,test_066.tif,10/4/2022 8:18,Lymph,Benign,,1,-1,,19.258,155648,86016,1.0,0.0136,macro,0,16,6111299,6232,0.00101975,21,13,297,1786,521,6306,0.0,0.0,59,0.836,4.138,14.075,0.0,0.209,7,12,0.043886818,0.217229251,0.7388839309999999,3,0.0136,0.04697234042553189,0.0689
P6,3,59,C42,test_004.tif,10/4/2022 8:19,Lymph,Benign,,1,-1,,29.706,98304,103936,1.5,0.0208,macro,0,16,3759789,1344,0.000357467,3,323,448,546,93,398,0.0,0.0,66,2.9730000000000003,4.756,21.829,0.133,0.015,19,18,0.100581907,0.160903985,0.738514108,3,0.0139,0.0693166666666667,0.1578
P7,4,1,C25,test_084.tif,10/10/2022 12:35,Lymph,Benign,,1,-1,,61.161,118784,82432,0.9790000000000001,0.0175,macro,0,16,1763687,14373,0.008149405,41,6,351,11597,1783,609,0.0,0.0,59,5.306,9.328,29.519000000000002,0.034,16.974,23,13,0.120173035,0.211265373,0.668561593,3,0.0175,0.05398039215686275,0.19899999999999998
P7,4,8,C59,test_110.tif,10/10/2022 12:42,Lymph,Benign,,1,-1,,74.428,102400,89600,0.777,0.0161,macro,0,16,5073825,2961,0.000583583,5,67,592,2161,794,166,0.0,0.0,69,2.588,17.051,38.043,15.512,1.234,35,23,0.044866683,0.295603481,0.659529836,3,0.0161,0.07979199999999997,0.1831
P7,4,24,C4,test_013.tif,10/10/2022 13:00,Lymph,Benign,,1,-1,,55.801,96768,221184,7.593,0.0494,macro,0,16,1203030,1230,0.001022418,2,410,615,820,205,171,0.0,0.0,39,11.094000000000001,6.2170000000000005,36.549,1.7180000000000002,0.223,35,9,0.205978463,0.11542889,0.678592648,3,0.0065,0.1022108108108108,0.2503
P7,4,26,C30,test_099.tif,10/10/2022 13:02,Lymph,Benign,,1,-1,,91.535,98304,86016,0.777,0.0167,macro,0,16,4570656,884,0.000193408,13,11,68,207,62,1471,0.0,0.0,43,8.452,22.682,49.481,2.9360000000000004,7.984,47,38,0.10484401199999999,0.28136202899999996,0.613793959,3,0.0377,0.14407969924812028,0.6436
P7,4,30,C50,test_033.tif,10/10/2022 13:22,Lymph,Benign,,1,-1,,55.371,188416,103936,1.0,0.0112,macro,0,16,12391090,5010,0.00040432300000000005,8,129,626,1104,428,6565,0.0,0.0,65,2.187,12.644,33.775999999999996,0.0,6.763999999999999,16,25,0.044993519,0.260127142,0.694879338,3,0.0112,0.05879181818181816,0.1281
P7,4,39,C2,test_008.tif,10/10/2022 13:33,Lymph,Benign,,1,-1,,101.931,106496,93184,0.777,0.0155,macro,0,16,4155655,9930,0.002389515,7,43,1419,9151,3159,1824,0.0,0.0,152,14.725,14.72,52.573,16.747,3.1660000000000004,55,27,0.17953376100000001,0.179472799,0.64099344,3,0.0155,0.12824568965517227,0.8911
P7,4,45,C37,test_116.tif,10/10/2022 13:40,Lymph,Benign,,1,-1,,37.768,87552,71168,1.881,0.0455,macro,0,16,2402500,1494,0.000621852,5,77,299,722,223,1984,0.0,0.0,57,0.988,10.219,26.474,0.0,0.087,8,14,0.026220111,0.271197686,0.702582203,3,0.0202,0.05795217391304348,0.0683
P7,4,47,C42,test_004.tif,10/10/2022 13:41,Lymph,Benign,,1,-1,,37.656,98304,103936,1.0,0.0139,macro,0,16,3759789,1344,0.000357467,3,323,448,546,93,398,0.0,0.0,43,3.1439999999999997,9.373,19.242,5.872000000000001,0.025,14,16,0.09899556,0.29512894,0.6058755,3,0.0139,0.05989166666666666,0.1578
P7,4,55,C11,test_052.tif,10/10/2022 13:47,Lymph,Benign,,1,-1,,35.74,97792,219648,5.062,0.0332,macro,0,16,2721498,2076,0.000762815,1,2076,2076,2076,0,77,0.0,0.0,39,3.1010000000000004,9.829,18.311,0.0,4.499,7,16,0.099260587,0.31461861,0.586120803,3,0.0066,0.08641333333333333,0.168
P7,4,56,C29,test_097.tif,10/10/2022 13:47,Lymph,Benign,,1,-1,,52.541000000000004,97280,189952,11.389000000000001,0.0864,macro,0,16,3975216,1558,0.00039192800000000005,1,1558,1558,1558,0,73,0.0,0.0,72,3.0380000000000003,12.244000000000002,36.211,0.932,0.11599999999999999,15,19,0.05899831,0.237779892,0.703221797,3,0.0114,0.06830576923076917,0.0864
P7,4,59,C17,test_066.tif,10/10/2022 13:50,Lymph,Benign,,1,-1,,38.554,155648,86016,1.0,0.0136,macro,0,16,6111299,6232,0.00101975,21,13,297,1786,521,6306,0.0,0.0,34,3.7060000000000004,8.352,26.374000000000002,0.0,0.122,13,15,0.09643005800000001,0.217318901,0.6862510409999999,3,0.0136,0.059733333333333326,0.1034
P8,4,6,C42,test_004.tif,10/12/2022 11:16,Lymph,Benign,,1,-1,,29.505,98304,103936,5.063,0.0701,macro,0,16,3759789,1344,0.000357467,3,323,448,546,93,398,0.0,0.0,75,3.4760000000000004,1.465,23.75,0.23199999999999998,0.5820000000000001,22,5,0.121152975,0.051061308,0.827785717,3,0.0139,0.06921142857142856,0.2367
P8,4,11,C30,test_099.tif,10/12/2022 11:18,Lymph,Benign,,1,-1,,30.184,98304,86016,0.777,0.0167,macro,0,16,4570656,884,0.000193408,13,11,68,207,62,1471,0.0,0.0,80,8.39,0.996,13.802,5.319,1.6769999999999998,21,3,0.361825082,0.042953252000000004,0.595221666,3,0.0167,0.0772486486486487,0.4291
P8,4,16,C2,test_008.tif,10/12/2022 11:19,Lymph,Benign,,1,-1,,39.504,106496,93184,3.932,0.0782,macro,0,16,4155655,9930,0.002389515,7,43,1419,9151,3159,1824,0.0,0.0,109,9.913,2.778,26.074,0.0,0.7390000000000001,23,3,0.25572036600000003,0.071662582,0.6726170509999999,3,0.0155,0.1477999999999998,0.5941
P8,4,20,C17,test_066.tif,10/12/2022 11:21,Lymph,Benign,,1,-1,,29.654,155648,86016,1.0,0.0136,macro,0,16,6111299,6232,0.00101975,21,13,297,1786,521,6306,0.0,0.0,79,2.7060000000000004,1.58,24.721999999999998,0.0,0.6459999999999999,14,3,0.09328461099999999,0.054467733,0.852247656,3,0.0136,0.032480597014925366,0.1034
P8,4,30,C25,test_084.tif,10/12/2022 11:23,Lymph,Benign,,1,-1,,18.442999999999998,118784,82432,0.9790000000000001,0.0175,macro,0,16,1763687,14373,0.008149405,41,6,351,11597,1783,609,0.0,0.0,60,1.271,0.0,16.643,0.0,0.529,13,0,0.070950095,0.0,0.929049905,3,0.0175,0.05225000000000001,0.19899999999999998
